0.002929, 0.538883, -0.524261, -1.257707
0.002979, 0.364538, -0.408473, -0.422167
0.003029, 0.198119, -0.324849, 0.501324
0.003079, 0.039624, -0.279820, 1.011442
0.003129, -0.087172, -0.164033, 1.055418
0.003179, -0.095097, 0.028947, 0.853130
0.003229, -0.039624, 0.286253, 0.501324
0.003279, 0.007925, 0.665779, 0.035181
0.003329, -0.023774, 1.038873, -0.395782
0.003379, -0.055473, 1.251150, -0.923491
0.003429, -0.150570, 1.302612, -1.653489
0.003479, -0.237742, 1.180391, -2.409872
0.003529, -0.245667, 0.871624, -2.876015
0.003579, -0.182269, 0.453502, -2.700112
0.003629, -0.095097, 0.016082, -1.820596
0.003679, -0.039624, -0.318416, -0.325421
0.003729, -0.047548, -0.569290, 1.539152
0.003779, -0.118871, -0.646481, 3.157460
0.003829, -0.158495, -0.620751, 4.168902
0.003879, -0.039624, -0.543559, 4.256854
0.003929, 0.182269, -0.434204, 3.359748
0.003979, 0.380388, -0.273388, 1.653489
0.004029, 0.570582, -0.009649, -0.378192
0.004079, 0.657754, 0.266955, -2.066861
0.004129, 0.657754, 0.376310, -3.034327
0.004179, 0.649829, 0.241224, -3.368543
0.004229, 0.515109, -0.080408, -3.166255
0.004279, 0.261517, -0.459934, -2.383486
0.004329, 0.095097, -0.820163, -1.081804
0.004379, -0.023774, -1.135363, 0.404577
0.004429, -0.031699, -1.186824, 1.600718
0.004479, -0.063398, -0.935951, 2.427462
0.004529, -0.039624, -0.479232, 2.832039
0.004579, 0.023774, -0.028947, 2.647341
0.004629, 0.166420, 0.408473, 1.547947
0.004679, 0.206043, 0.878057, -0.202288
0.004729, 0.269441, 1.231852, -1.987704
0.004779, 0.324915, 1.315477, -3.280592
0.004829, 0.435861, 1.109632, -4.010589
0.004879, 0.348689, 0.652914, -4.045770
0.004929, 0.166420, 0.164033, -2.937581
0.004979, 0.000000, -0.331281, -0.826744
0.005029, -0.134721, -0.762269, 1.284092
0.005079, -0.285291, -1.019575, 2.647341
0.005129, -0.412087, -1.116065, 3.544446
0.005179, -0.245667, -1.167526, 3.957818
0.005229, 0.015849, -1.173959, 3.342158
0.005279, 0.198119, -1.019575, 1.970114
0.005329, 0.269441, -0.697942, 0.870720
0.005379, 0.435861, -0.421339, 0.334216
0.005429, 0.530958, -0.266955, -0.501324
0.005479, 0.459635, -0.209061, -1.591922
0.005529, 0.340764, -0.254090, -2.146017
0.005579, 0.372463, -0.472800, -1.934933
