0.006927, -0.043986, -0.095770, -0.044378
0.006977, -0.019994, -0.115249, -0.097631
0.007027, 0.003999, -0.089277, 0.035502
0.007077, 0.035989, -0.082784, 0.133133
0.007127, 0.067979, -0.037334, 0.221888
0.007177, 0.107966, 0.014609, 0.230764
0.007227, 0.163949, 0.047073, 0.124258
0.007277, 0.227929, 0.053566, 0.035502
0.007327, 0.259919, 0.060059, -0.133133
0.007377, 0.235926, 0.027595, -0.168635
0.007427, 0.251921, 0.008116, -0.142009
0.007477, 0.259919, 0.034088, 0.035502
0.007527, 0.235926, -0.011363, 0.079880
0.007577, 0.235926, -0.024348, 0.088755
0.007627, 0.203936, -0.063306, 0.071004
0.007677, 0.131959, -0.095770, 0.035502
0.007727, 0.083974, -0.154206, -0.097631
0.007777, 0.067979, -0.173685, -0.204137
0.007827, -0.011996, -0.212642, -0.204137
0.007877, -0.027991, -0.219135, -0.133133
0.007927, -0.075976, -0.219135, 0.071004
0.007977, -0.059981, -0.212642, 0.124258
0.008027, -0.075976, -0.186670, 0.150884
0.008077, -0.067979, -0.154206, 0.071004
0.008127, -0.059981, -0.160699, -0.106506
0.008177, -0.059981, -0.134727, -0.150884
0.008227, -0.043986, -0.115249, -0.133133
0.008277, -0.035989, -0.102263, 0.071004
0.008327, 0.011996, -0.056813, 0.142009
0.008377, 0.059981, -0.017855, 0.204137
0.008427, 0.107966, -0.004870, 0.159760
0.008477, 0.147954, 0.001623, 0.115382
0.008527, 0.123961, -0.017855, 0.079880
0.008577, 0.131959, -0.004870, 0.071004
0.008627, 0.123961, -0.024348, 0.071004
0.008677, 0.115964, -0.030841, 0.071004
0.008727, 0.123961, -0.030841, 0.088755
0.008777, 0.115964, -0.056813, 0.079880
0.008827, 0.075976, -0.056813, 0.071004
0.008877, 0.035989, -0.056813, 0.071004
0.008927, -0.019994, -0.063306, 0.017751
0.008977, -0.091971, -0.102263, -0.088755
0.009027, -0.147954, -0.121742, -0.204137
0.009077, -0.155951, -0.134727, -0.195262
0.009127, -0.163949, -0.115249, 0.053253
0.009177, -0.155951, -0.115249, 0.071004
0.009227, -0.187941, -0.115249, 0.097631
0.009277, -0.195939, -0.102263, 0.079880
0.009327, -0.195939, -0.108756, 0.071004
0.009377, -0.163949, -0.121742, -0.017751
0.009427, -0.163949, -0.134727, -0.053253
0.009477, -0.131959, -0.108756, 0.053253
0.009527, -0.099969, -0.108756, 0.071004
0.009577, -0.067979, -0.089277, 0.115382
0.009627, -0.043986, -0.082784, 0.168635
0.009677, -0.027991, -0.076291, 0.159760
0.009727, -0.019994, -0.063306, 0.079880
0.009777, -0.019994, -0.056813, 0.053253
0.009827, -0.027991, -0.043827, 0.071004
0.009877, -0.019994, -0.004870, 0.071004
0.009927, 0.011996, 0.014609, 0.079880
0.009977, 0.011996, 0.014609, 0.071004
0.010027, -0.027991, 0.053566, -0.133133
0.010077, -0.043986, 0.060059, 0.053253
0.010127, -0.027991, 0.066552, 0.079880
0.010177, -0.019994, 0.060059, 0.071004
0.010227, -0.035989, 0.099017, -0.062129
0.010277, -0.067979, 0.099017, -0.133133
0.010327, -0.035989, 0.099017, -0.186386
0.010377, -0.019994, 0.073045, -0.159760
0.010427, -0.019994, 0.047073, -0.053253
0.010477, -0.019994, 0.047073, 0.071004
0.010527, -0.019994, 0.040581, 0.071004
0.010577, 0.003999, 0.040581, 0.044378
0.010627, -0.011996, 0.001623, -0.106506
0.010677, -0.019994, -0.017855, -0.177511
0.010727, -0.019994, -0.056813, -0.168635
0.010777, -0.035989, -0.063306, -0.142009
0.010827, -0.059981, -0.089277, -0.035502
0.010877, -0.051984, -0.108756, 0.079880
0.010927, -0.035989, -0.102263, 0.159760
0.010977, -0.027991, -0.115249, 0.213013
0.011027, -0.035989, -0.102263, 0.221888
0.011077, -0.027991, -0.056813, 0.204137
0.011127, -0.011996, -0.063306, 0.168635
0.011177, 0.051984, -0.004870, 0.142009
0.011227, 0.083974, 0.047073, 0.088755
0.011277, 0.107966, 0.112002, 0.150884
0.011327, 0.171946, 0.202903, 0.230764
0.011377, 0.187941, 0.248353, 0.079880
0.011427, 0.163949, 0.345746, -0.230764
0.011477, 0.147954, 0.365225, -0.514781
0.011527, 0.139956, 0.378211, -0.576910
0.011577, 0.107966, 0.339253, -0.497030
0.011627, 0.067979, 0.313282, -0.346146
0.011677, -0.003999, 0.293803, -0.186386
0.011727, -0.091971, 0.228874, -0.071004
0.011777, -0.123961, 0.163945, 0.035502
0.011827, -0.163949, 0.079538, 0.071004
0.011877, -0.211934, -0.011363, 0.071004
0.011927, -0.211934, -0.095770, 0.079880
0.011977, -0.235926, -0.128235, 0.133133
0.012027, -0.155951, -0.154206, 0.195262
0.012077, -0.099969, -0.160699, 0.221888
0.012127, -0.027991, -0.147713, 0.248515
0.012177, 0.059981, -0.108756, 0.230764
0.012227, 0.147954, -0.037334, 0.124258
0.012277, 0.227929, 0.021102, -0.115382
0.012327, 0.283911, 0.092524, -0.275142
0.012377, 0.363886, 0.163945, -0.195262
0.012427, 0.395876, 0.222381, 0.071004
0.012477, 0.419868, 0.306789, 0.124258
0.012527, 0.347891, 0.371718, 0.088755
0.012577, 0.275913, 0.423661, 0.071004
0.012627, 0.203936, 0.436647, -0.017751
0.012677, 0.107966, 0.423661, -0.168635
0.012727, 0.011996, 0.397689, -0.275142
0.012777, -0.083974, 0.358732, -0.346146
0.012827, -0.155951, 0.313282, -0.275142
0.012877, -0.211934, 0.248353, -0.150884
0.012927, -0.251921, 0.183424, -0.017751
0.012977, -0.275913, 0.112002, 0.071004
0.013027, -0.267916, 0.066552, 0.071004
0.013077, -0.227929, -0.004870, 0.071004
0.013127, -0.179944, -0.056813, 0.071004
0.013177, -0.091971, -0.115249, 0.071004
0.013227, -0.011996, -0.121742, 0.133133
0.013277, 0.091971, -0.102263, 0.195262
0.013327, 0.155951, -0.063306, 0.168635
0.013377, 0.219931, -0.030841, 0.088755
0.013427, 0.227929, 0.014609, 0.071004
0.013477, 0.235926, 0.079538, -0.035502
0.013527, 0.235926, 0.150960, -0.159760
0.013577, 0.227929, 0.157452, -0.195262
0.013627, 0.211934, 0.202903, -0.150884
0.013677, 0.163949, 0.209396, -0.106506
0.013727, 0.107966, 0.228874, -0.008876
0.013777, 0.059981, 0.261339, 0.071004
0.013827, -0.011996, 0.267832, 0.071004
0.013877, -0.051984, 0.267832, -0.035502
0.013927, -0.075976, 0.254846, -0.097631
