0.007232, 0.011801, -0.145264, -0.058940
0.007282, 0.019669, -0.119723, -0.041476
0.007332, 0.003934, -0.087797, -0.015281
0.007382, -0.011801, -0.043100, 0.010915
0.007432, -0.035404, -0.017559, 0.019647
0.007482, -0.043271, 0.027137, 0.002183
0.007532, -0.051139, 0.046293, -0.015281
0.007582, -0.082609, 0.097375, -0.076404
0.007632, -0.114079, 0.142071, -0.128795
0.007682, -0.106211, 0.142071, -0.207382
0.007732, -0.145548, 0.161227, -0.172454
0.007782, -0.137681, 0.154842, -0.137527
0.007832, -0.106211, 0.116530, -0.128795
0.007882, -0.051139, 0.078219, -0.120063
0.007932, -0.027536, 0.052678, -0.076404
0.007982, 0.051139, 0.039908, -0.111331
0.008032, 0.106211, 0.007982, -0.154991
0.008082, 0.177018, -0.017559, -0.207382
0.008132, 0.232091, -0.030330, -0.189918
0.008182, 0.342236, -0.062256, -0.172454
0.008232, 0.413043, -0.094182, -0.146259
0.008282, 0.491718, -0.177190, 0.002183
0.008332, 0.562525, -0.209116, 0.063306
0.008382, 0.609730, -0.247428, 0.089502
0.008432, 0.601863, -0.247428, 0.159357
0.008482, 0.593995, -0.209116, 0.211748
0.008532, 0.546790, -0.189961, 0.342726
0.008582, 0.507453, -0.158034, 0.342726
0.008632, 0.444513, -0.119723, 0.351458
0.008682, 0.381573, -0.081412, 0.351458
0.008732, 0.287163, -0.043100, 0.395117
0.008782, 0.216356, 0.027137, 0.377653
0.008832, 0.114079, 0.097375, 0.342726
0.008882, 0.011801, 0.116530, 0.141893
0.008932, -0.074741, 0.180383, 0.063306
0.008982, -0.114079, 0.161227, 0.054574
0.009032, -0.161283, 0.154842, 0.089502
0.009082, -0.177018, 0.103760, 0.141893
0.009132, -0.161283, 0.059063, 0.220480
0.009182, -0.145548, 0.033522, 0.211748
0.009232, -0.121946, 0.007982, 0.089502
0.009282, -0.106211, 0.014367, -0.041476
0.009332, -0.051139, 0.014367, -0.146259
0.009382, -0.011801, -0.004789, -0.198650
0.009432, 0.019669, -0.036715, -0.146259
0.009482, 0.074741, -0.087797, -0.085136
0.009532, 0.114079, -0.145264, -0.058940
0.009582, 0.137681, -0.183575, -0.024013
0.009632, 0.121946, -0.189961, -0.050208
0.009682, 0.082609, -0.196346, -0.137527
0.009732, 0.074741, -0.228272, -0.207382
0.009782, 0.003934, -0.279354, -0.172454
0.009832, -0.035404, -0.349591, -0.050208
0.009882, -0.098344, -0.438985, 0.072038
0.009932, -0.106211, -0.483681, 0.342726
0.009982, -0.145548, -0.534763, 0.412581
0.010032, -0.161283, -0.502837, 0.543559
0.010082, -0.161283, -0.451755, 0.569754
